RMS_Skewness,RMS_Skewness.1,RMS_Skewness.2,RMS_Skewness.3,RMS_Skewness.4,RMS_Skewness.5,RMS_Skewness.6,RMS_Skewness.7,RMS_Skewness.8,RMS_Skewness.9,RMS_Skewness.10,RMS_Skewness.11,RMS_Skewness.12,RMS_Skewness.13,RMS_Skewness.14,RMS_Skewness.15,RMS_Skewness.16,RMS_Skewness.17,RMS_Skewness.18,RMS_Skewness.19,RMS_Skewness.20,RMS_Skewness.21,RMS_Skewness.22,RMS_Skewness
5.319386289301541,-0.4040969026530634,0.9393671998646208,1.7846625903640794,9.074642837117134,4.590579243264327,3.083143763318246,3.6775947353431087,5.829077359843992,9.263975712169325,3.6727229915678974,9.520021663996172,5.319386289301541,-0.4040969026530634,0.9393671998646208,1.7846625903640794,9.074642837117134,4.590579243264327,3.083143763318246,3.6775947353431087,5.829077359843992,9.263975712169325,3.6727229915678974,9.520021663996172
5.4053638160613655,-0.4882573635985463,0.7553262551743103,1.799797734028783,9.41029056563117,4.719259160367238,3.313084809617596,3.579986232555052,5.561564250210055,8.524673874503655,3.961396520412053,9.702202427876578,5.4053638160613655,-0.4882573635985463,0.7553262551743103,1.799797734028783,9.41029056563117,4.719259160367238,3.313084809617596,3.579986232555052,5.561564250210055,8.524673874503655,3.961396520412053,9.702202427876578
5.456411050186985,-0.3313554727727982,0.6907481651254285,1.8159556090397777,9.7812214262258,4.748261127746012,3.4554375201017056,3.4863688322670834,5.254484044968579,7.936933006592289,4.166023667974517,9.731341085322097,5.456411050186985,-0.3313554727727982,0.6907481651254285,1.8159556090397777,9.7812214262258,4.748261127746012,3.4554375201017056,3.4863688322670834,5.254484044968579,7.936933006592289,4.166023667974517,9.731341085322097
5.472690961965605,0.0186895139786819,0.7613615641398377,1.7528316970467088,10.277483417446426,4.789343854053292,3.5074322053365,3.4150654403463987,4.955345881039277,7.3244166571095715,4.342682628401023,9.71443869114528,5.472690961965605,0.0186895139786819,0.7613615641398377,1.7528316970467088,10.277483417446426,4.789343854053292,3.5074322053365,3.4150654403463987,4.955345881039277,7.3244166571095715,4.342682628401023,9.71443869114528
5.368316010586878,0.3623330711775054,0.9167220626264472,1.6898526495918025,10.681789961052822,4.747844652004224,3.400579619983525,3.352280855249326,4.680355179624014,6.501846069389703,4.5080995074211545,9.667454692028686,5.368316010586878,0.3623330711775054,0.9167220626264472,1.6898526495918025,10.681789961052822,4.747844652004224,3.400579619983525,3.352280855249326,4.680355179624014,6.501846069389703,4.5080995074211545,9.667454692028686
5.325190100227225,0.5014758211791344,1.196846080409365,1.6719816235789902,10.976751312008622,4.701200272084,3.1556815462864574,3.3237173054108267,4.548902430363457,5.6107756812480565,4.708611351706762,9.749431043929418,5.325190100227225,0.5014758211791344,1.196846080409365,1.6719816235789902,10.976751312008622,4.701200272084,3.1556815462864574,3.3237173054108267,4.548902430363457,5.6107756812480565,4.708611351706762,9.749431043929418
5.195886775268335,0.8765071613787682,1.575936483524328,1.738464876153121,11.08938653761733,4.756258093586217,2.8698884749439144,3.378799071412657,4.408859668916297,5.161479983388671,4.757796991213344,9.84692557696672,5.195886775268335,0.8765071613787682,1.575936483524328,1.738464876153121,11.08938653761733,4.756258093586217,2.8698884749439144,3.378799071412657,4.408859668916297,5.161479983388671,4.757796991213344,9.84692557696672
5.143036335092613,0.6488072455011855,2.0611782370624856,1.8761837407040145,11.251835541599489,4.961294757565255,2.616589498817808,3.502584957477932,4.294941472351226,5.644168868700095,4.376008778183493,9.802810880596205,5.143036335092613,0.6488072455011855,2.0611782370624856,1.8761837407040145,11.251835541599489,4.961294757565255,2.616589498817808,3.502584957477932,4.294941472351226,5.644168868700095,4.376008778183493,9.802810880596205
5.301402060054699,0.818498816235168,2.371044972598858,1.8735947530512007,11.728447250093147,5.2320959790287,2.609634164695785,3.579665046310041,4.191401585212975,7.585505856233452,3.789596948192681,9.544561203175707,5.301402060054699,0.818498816235168,2.371044972598858,1.8735947530512007,11.728447250093147,5.2320959790287,2.609634164695785,3.579665046310041,4.191401585212975,7.585505856233452,3.789596948192681,9.544561203175707
5.720461073412221,0.8240087804197832,2.3533769019037623,1.902393940387748,12.504040551683294,5.422296430801429,3.0523748020315296,3.35759330197216,4.091462362456957,10.904079422034084,3.6281912752290952,9.092758525871927,5.720461073412221,0.8240087804197832,2.3533769019037623,1.902393940387748,12.504040551683294,5.422296430801429,3.0523748020315296,3.35759330197216,4.091462362456957,10.904079422034084,3.6281912752290952,9.092758525871927
6.145213047885661,0.8929420517894044,1.9435128704731728,1.671622701683842,13.721890732233202,5.586724219596337,3.3728933336555804,3.355634034764824,4.22086637422873,12.933043746727256,3.954059830533724,8.973899007760302,6.145213047885661,0.8929420517894044,1.9435128704731728,1.671622701683842,13.721890732233202,5.586724219596337,3.3728933336555804,3.355634034764824,4.22086637422873,12.933043746727256,3.954059830533724,8.973899007760302
6.273291242557272,1.2453533263594034,1.7433994731187092,1.2922394417534628,14.74482633291431,5.802418314717356,3.414923335758023,3.840365463090732,4.41776053998267,12.293467216943707,4.563465162356874,9.50131211584766,6.273291242557272,1.2453533263594034,1.7433994731187092,1.2922394417534628,14.74482633291431,5.802418314717356,3.414923335758023,3.840365463090732,4.41776053998267,12.293467216943707,4.563465162356874,9.50131211584766
6.401773680265305,1.6997932877938045,2.0265475876178325,1.075540745273232,15.555630580600187,6.284429097742256,3.1377815148146246,4.359965682876123,4.788813708010003,12.32455832627892,5.165185903719955,10.09774398319339,6.401773680265305,1.6997932877938045,2.0265475876178325,1.075540745273232,15.555630580600187,6.284429097742256,3.1377815148146246,4.359965682876123,4.788813708010003,12.32455832627892,5.165185903719955,10.09774398319339
6.705968094601391,1.7462918859009595,2.4403127767123745,1.4328968367636907,15.289535167603503,6.485615678524709,3.02771623911129,3.759227201189532,6.135321748612017,13.08231112036992,5.189095673390686,9.676178095187254,6.705968094601391,1.7462918859009595,2.4403127767123745,1.4328968367636907,15.289535167603503,6.485615678524709,3.02771623911129,3.759227201189532,6.135321748612017,13.08231112036992,5.189095673390686,9.676178095187254
7.46753116581459,1.5906260143440256,2.6149325052583268,1.8982201940653245,13.738395191541064,6.656934863002432,3.5796823255366217,2.89772295181879,6.947055730726703,10.95815132598392,5.129122277690251,8.34854727475693,7.46753116581459,1.5906260143440256,2.6149325052583268,1.8982201940653245,13.738395191541064,6.656934863002432,3.5796823255366217,2.89772295181879,6.947055730726703,10.95815132598392,5.129122277690251,8.34854727475693
8.669929270249604,2.2608671894661696,3.159714956225199,2.114571355676608,11.548194480030666,6.226077240746933,3.807430904679903,2.8463495818204607,6.455632356799786,5.862265025343877,6.059843497845935,6.64126226191321,8.669929270249604,2.2608671894661696,3.159714956225199,2.114571355676608,11.548194480030666,6.226077240746933,3.807430904679903,2.8463495818204607,6.455632356799786,5.862265025343877,6.059843497845935,6.64126226191321
10.516695460294246,1.80887383468443,3.573155295309999,1.970729121452699,13.196310241011334,7.047211536750016,4.061859566501134,2.781862896204947,7.339702856087326,4.59707947306721,6.194560913461781,5.914966824327459,10.516695460294246,1.80887383468443,3.573155295309999,1.970729121452699,13.196310241011334,7.047211536750016,4.061859566501134,2.781862896204947,7.339702856087326,4.59707947306721,6.194560913461781,5.914966824327459
10.110189016809226,2.619469449745389,5.93154843957476,2.9612343347233336,10.276656229119528,6.441788030475107,3.814458300998409,2.411468159171444,5.517295982755544,3.2947863887692725,5.436820772250093,4.783257310096484,10.110189016809226,2.619469449745389,5.93154843957476,2.9612343347233336,10.276656229119528,6.441788030475107,3.814458300998409,2.411468159171444,5.517295982755544,3.2947863887692725,5.436820772250093,4.783257310096484
14.111157811602103,2.7950377889097995,4.740799463817007,2.839240673614853,18.74757676308353,10.233168412013471,4.939657378004224,3.501059671691189,9.515633604400692,6.5583195450036165,8.429220466773833,9.161822774149211,14.111157811602103,2.7950377889097995,4.740799463817007,2.839240673614853,18.74757676308353,10.233168412013471,4.939657378004224,3.501059671691189,9.515633604400692,6.5583195450036165,8.429220466773833,9.161822774149211
